filename,word,variation,provider,source_url,duration_s,fps,width,height,n_frames,ok
happy_var3__corpusngt.mp4,happy,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-15h13m09s-BSL_CN_lex_b.mpg-.mp4,3.76,25.0,352,288,94,True
happy_var4__gpnhs.mp4,happy,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/happy.mp4,3.237,29.97,480,360,97,True
happy_var5__nf.mp4,happy,5,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Happy.mp4,2.233,30.0,384,216,67,True
happy_var6__ExeterDeafAcademyVoiceOff.mp4,happy,6,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/YKYDbfQ6ym4.mp4,6.88,25.0,640,360,172,True
happy_var7__deafsigns.mp4,happy,7,deafsigns,https://media.signbsl.com/videos/bsl/deafsigns/mp4/c0471251efc6c7340f8e7a39fcd3ccbc.mp4,4.067,30.0,640,582,122,True
happy_var8__youtube.mp4,happy,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/nphBfUBZ78c.mp4,2.769,29.97,640,360,83,True
sad__signstation.mp4,sad,1,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-605.mp4,2.48,25.0,512,374,62,True
sad_var2__deafway.mp4,sad,2,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/Sad.mp4,2.24,25.0,640,360,56,True
sad_var3__signmonkey.mp4,sad,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/sad.mp4,3.2,30.0,640,480,96,True
sad_var4__corpusngt.mp4,sad,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-17h52m48s-BSL_CN_lex_b.mpg-.mp4,2.92,25.0,352,288,73,True
sad_var5__gpnhs.mp4,sad,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/sad.mp4,2.803,29.97,480,360,84,True
sad_var6__nf.mp4,sad,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Sad.mp4,2.833,30.0,384,216,85,True
big__signstation.mp4,big,1,signstation,https://media.signbsl.com/videos/bsl/signstation/big.mp4,1.6,25.0,320,240,40,True
big_var2__signstation.mp4,big,2,signstation,https://media.signbsl.com/videos/bsl/signstation/large.mp4,1.84,25.0,320,240,46,True
big_var3__signstation.mp4,big,3,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-13.mp4,2.4,25.0,512,374,60,True
big_var4__signon.mp4,big,4,signon,https://media.signbsl.com/videos/bsl/signon/mp4/wsw63.mp4,3.16,25.0,320,240,79,True
big_var5__corpusngt.mp4,big,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h30m13s-BSL_CN_lex_b.mpg-.mp4,7.48,25.0,352,288,187,True
big_var6__gpnhs.mp4,big,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/big.mp4,2.97,29.97,480,360,89,True
big_var7__bslfirst.mp4,big,7,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996132040.mp4,2.803,29.97,720,404,84,True
small__signstation.mp4,small,1,signstation,https://media.signbsl.com/videos/bsl/signstation/small.mp4,2.68,25.0,320,240,67,True
small_var2__signstation.mp4,small,2,signstation,https://media.signbsl.com/videos/bsl/signstation/small-2.mp4,2.76,25.0,320,240,69,True
small_var3__signstation.mp4,small,3,signstation,https://media.signbsl.com/videos/bsl/signstation/little.mp4,1.96,25.0,320,240,49,True
small_var4__signstation.mp4,small,4,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1119.mp4,2.44,25.0,512,374,61,True
small_var5__signstation.mp4,small,5,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-151.mp4,2.2,25.0,512,374,55,True
small_var6__signmonkey.mp4,small,6,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/little.mp4,2.294,28.333,640,480,65,True
small_var7__gpnhs.mp4,small,7,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/small.mp4,3.0,25.0,480,360,75,True
small_var8__bslfirst.mp4,small,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996132145.mp4,2.836,29.97,720,404,85,True
small_var9__youtube.mp4,small,9,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/RoBVTT_PkUI.mp4,2.92,25.0,640,360,73,True
hot__signstation.mp4,hot,1,signstation,https://media.signbsl.com/videos/bsl/signstation/hot.mp4,1.64,25.0,320,240,41,True
hot_var2__winkball.mp4,hot,2,winkball,https://media.signbsl.com/videos/bsl/winkball/mp4/ccdf4c45-d156-4531-9baf-546fd146ca9d.mp4,5.4,30.0,448,336,162,True
hot_var3__signmonkey.mp4,hot,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/hot.mp4,2.967,30.0,640,480,89,True
hot_var4__corpusngt.mp4,hot,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-15h16m45s-BSL_CN_lex_b.mpg-.mp4,4.72,25.0,352,288,118,True
hot_var5__corpusngt.mp4,hot,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-15h17m05s-BSL_CN_lex_b.mpg-.mp4,4.48,25.0,352,288,112,True
hot_var6__nf.mp4,hot,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Hot.mp4,2.502,29.97,384,216,75,True
hot_var7__nf.mp4,hot,7,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Hot%20(in%20BSL)-HD.mp4,1.72,25.0,640,360,43,True
hot_var8__bslfirst.mp4,hot,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996139086.mp4,4.171,29.97,720,404,125,True
hot_var9__bslfirst.mp4,hot,9,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996138705.mp4,3.37,29.97,720,404,101,True
hot_var10__youtube.mp4,hot,10,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/jwCMswZefL4.mp4,6.067,30.0,640,360,182,True
hot_var11__gpnhs.mp4,hot,11,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/spicy.mp4,2.035,29.97,480,360,61,True
hot_var12__mp4.mp4,hot,12,wolver,https://media.signbsl.com/videos/wolver/mp4/sci_live__7000.mp4,1.68,25.0,400,300,42,True
cold__signstation.mp4,cold,1,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1008.mp4,2.2,25.0,512,374,55,True
cold_var2__winkball.mp4,cold,2,winkball,https://media.signbsl.com/videos/bsl/winkball/mp4/0ea97717-2e58-4811-9bcf-74ba94f8afaf.mp4,6.0,30.0,448,336,180,True
cold_var3__signmonkey.mp4,cold,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/cold.mp4,2.7,30.0,640,480,81,True
cold_var4__corpusngt.mp4,cold,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h39m11s-BSL_CN_lex_b.mpg-.mp4,4.84,25.0,352,288,121,True
cold_var5__gpnhs.mp4,cold,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/cold.mp4,2.436,29.97,480,360,73,True
cold_var6__nf.mp4,cold,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Cold%20(in%20BSL)-HD.mp4,2.0,25.0,640,360,50,True
cold_var7__bslfirst.mp4,cold,7,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996205087.mp4,6.44,29.97,720,404,193,True
cold_var8__youtube.mp4,cold,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/pQfGRJO34sU.mp4,4.7,30.0,640,360,141,True
cold_var9__signstation.mp4,cold,9,signstation,https://media.signbsl.com/videos/bsl/signstation/cold.mp4,1.64,25.0,320,240,41,True
cold_var10__youtube.mp4,cold,10,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/27rq1XOwL7Q.mp4,2.135,29.97,640,360,64,True
new__signstation.mp4,new,1,signstation,https://media.signbsl.com/videos/bsl/signstation/new.mp4,1.4,25.0,320,240,35,True
new_var2__signmonkey.mp4,new,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/new.mp4,2.769,29.97,640,480,83,True
new_var3__corpusngt.mp4,new,3,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h30m53s-BSL_CN_lex_b.mpg-.mp4,2.92,25.0,352,288,73,True
new_var4__gpnhs.mp4,new,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/new.mp4,3.0,25.0,480,360,75,True
new_var5__nf.mp4,new,5,nf,https://media.signbsl.com/videos/bsl/nf/mp4/new.mp4,3.833,30.0,384,216,115,True
new_var6__bslfirst.mp4,new,6,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996106256.mp4,3.003,29.97,720,404,90,True
old__signstation.mp4,old,1,signstation,https://media.signbsl.com/videos/bsl/signstation/old.mp4,1.48,25.0,320,240,37,True
old_var2__signmonkey.mp4,old,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/old.mp4,3.576,16.5,640,480,59,True
old_var3__signmonkey.mp4,old,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/old2.mp4,2.633,30.0,640,480,79,True
old_var4__corpusngt.mp4,old,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h36m43s-BSL_CN_lex_b.mpg-.mp4,2.68,25.0,352,288,67,True
old_var5__gpnhs.mp4,old,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/old.mp4,2.97,29.97,480,360,89,True
old_var6__bslfirst.mp4,old,6,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996106286.mp4,3.036,29.97,720,404,91,True
old_var7__youtube.mp4,old,7,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/e2e2ptLRkR0.mp4,5.0,29.799,640,360,149,True
old_var8__youtube.mp4,old,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/-T4PfvuAThM.mp4,3.0,25.0,640,360,75,True
fast__signstation.mp4,fast,1,signstation,https://media.signbsl.com/videos/bsl/signstation/fast.mp4,1.4,25.0,320,240,35,True
fast_var2__signon.mp4,fast,2,signon,https://media.signbsl.com/videos/bsl/signon/mp4/msw18.mp4,3.12,50.0,320,240,156,True
slow__signstation.mp4,slow,1,signstation,https://media.signbsl.com/videos/bsl/signstation/slow.mp4,2.6,25.0,320,240,65,True
slow_var2__youtube.mp4,slow,2,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/if-m8EMxgRI.mp4,3.84,25.0,480,320,96,True
slow_var3__signmonkey.mp4,slow,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/slow.mp4,2.718,28.333,640,480,77,True
slow_var4__gpnhs.mp4,slow,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/slow.mp4,3.37,29.97,480,360,101,True
slow_var5__signstation.mp4,slow,5,signstation,https://media.signbsl.com/videos/bsl/signstation/boring.mp4,2.96,25.0,320,240,74,True
slow_var6__gpnhs.mp4,slow,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/boring.mp4,2.002,29.97,480,360,60,True
slow_var7__bslfirst.mp4,slow,7,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996138346.mp4,3.804,29.97,720,404,114,True
slow_var8__youtube.mp4,slow,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/eB9aedynocA.mp4,3.67,29.97,640,360,110,True
slow_var9__signstation.mp4,slow,9,signstation,https://media.signbsl.com/videos/bsl/signstation/dumb.mp4,1.32,25.0,320,240,33,True
easy__signstation.mp4,easy,1,signstation,https://media.signbsl.com/videos/bsl/signstation/easy.mp4,1.88,25.0,320,240,47,True
easy_var2__signmonkey.mp4,easy,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/easy.mp4,3.36,25.0,640,426,84,True
easy_var3__signon.mp4,easy,3,signon,https://media.signbsl.com/videos/bsl/signon/mp4/trw10.mp4,2.76,25.0,320,240,69,True
easy_var4__signon.mp4,easy,4,signon,https://media.signbsl.com/videos/bsl/signon/mp4/shw36.mp4,1.96,25.0,320,240,49,True
easy_var5__gpnhs.mp4,easy,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/easy.mp4,2.736,29.97,480,360,82,True
easy_var6__nf.mp4,easy,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Easy.mp4,2.3,30.0,384,216,69,True
easy_var7__ExeterDeafAcademyVoiceOff.mp4,easy,7,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/k2HoQqV5JCU.mp4,7.12,25.0,640,360,178,True
easy_var8__youtube.mp4,easy,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/O13HhKBkNjs.mp4,3.6,25.0,640,360,90,True
easy_var9__youtube.mp4,easy,9,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/eB9aedynocA.mp4,3.67,29.97,640,360,110,True
hard__signstation.mp4,hard,1,signstation,https://media.signbsl.com/videos/bsl/signstation/difficult.mp4,1.8,25.0,320,240,45,True
hard_var2__signstation.mp4,hard,2,signstation,https://media.signbsl.com/videos/bsl/signstation/hard.mp4,1.6,25.0,320,240,40,True
hard_var3__signstation.mp4,hard,3,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1569.mp4,4.04,25.0,512,374,101,True
hard_var4__signon.mp4,hard,4,signon,https://media.signbsl.com/videos/bsl/signon/mp4/trw80.mp4,2.96,25.0,320,240,74,True
hard_var5__gpnhs.mp4,hard,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/difficult.mp4,3.136,29.97,480,360,94,True
hard_var6__gpnhs.mp4,hard,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/hard.mp4,2.97,29.97,480,360,89,True
hard_var7__nf.mp4,hard,7,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Hard.mp4,2.3,30.0,384,216,69,True
hard_var8__ExeterDeafAcademyVoiceOff.mp4,hard,8,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/YODKmBcnfK4.mp4,6.8,25.0,640,360,170,True
hard_var9__youtube.mp4,hard,9,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/V72NFtF5P_E.mp4,3.8,25.0,640,360,95,True
family__signstation.mp4,family,1,signstation,https://media.signbsl.com/videos/bsl/signstation/family.mp4,2.36,25.0,320,240,59,True
family_var2__deafway.mp4,family,2,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/Family.mp4,3.08,25.0,640,360,77,True
family_var3__signmonkey.mp4,family,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/family.mp4,2.88,25.0,640,426,72,True
family_var4__signmonkey.mp4,family,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/family2.mp4,2.867,30.0,640,480,86,True
family_var5__corpusngt.mp4,family,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h57m42s-BSL_CN_lex_b.mpg-.mp4,4.12,25.0,352,288,103,True
family_var6__gpnhs.mp4,family,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/family.mp4,3.504,29.97,480,360,105,True
family_var7__nf.mp4,family,7,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Family%20(in%20BSL)-HD.mp4,2.4,25.0,640,360,60,True
family_var8__bslfirst.mp4,family,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996134928.mp4,2.669,29.97,720,404,80,True
family_var9__bslfirst.mp4,family,9,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996263262.mp4,7.841,29.97,720,404,235,True
family_var10__bslfirst.mp4,family,10,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996302904.mp4,5.372,29.97,720,404,161,True
family_var11__youtube.mp4,family,11,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/WcqX2aGPMP4.mp4,2.88,25.0,640,360,72,True
family_var12__signstation.mp4,family,12,signstation,https://media.signbsl.com/videos/bsl/signstation/category.mp4,1.44,25.0,320,240,36,True
family_var13__mp4.mp4,family,13,wolver,https://media.signbsl.com/videos/wolver/mp4/sci_family_6127.mp4,1.8,25.0,400,300,45,True
family_var14__bslfirst.mp4,family,14,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996250468.mp4,6.707,29.97,720,404,201,True
family_var15__mp4.mp4,family,15,cs,https://media.signbsl.com/videos/cs/mp4/vn_fellowship.mp4,3.76,25.0,352,288,94,True
mother__signstation.mp4,mother,1,signstation,https://media.signbsl.com/videos/bsl/signstation/mother.mp4,1.64,25.0,320,240,41,True
mother_var2__deafway.mp4,mother,2,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/Mother%20or%20Mum.mp4,4.2,25.0,640,360,105,True
mother_var3__signmonkey.mp4,mother,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/mother.mp4,2.533,30.0,640,480,76,True
mother_var4__corpusngt.mp4,mother,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-16-16h28m21s-BSL_CN_lex_b.mpg-.mp4,2.8,25.0,352,288,70,True
mother_var5__gpnhs.mp4,mother,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/mother.mp4,3.17,29.97,480,360,95,True
mother_var6__nf.mp4,mother,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Mother%20(in%20BSL)-HD.mp4,1.76,25.0,640,360,44,True
mother_var7__youtube.mp4,mother,7,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/JE8UR9iKa2g.mp4,3.68,25.0,640,360,92,True
father__signstation.mp4,father,1,signstation,https://media.signbsl.com/videos/bsl/signstation/father.mp4,1.8,25.0,320,240,45,True
father_var2__deafway.mp4,father,2,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/Father%20or%20Dad.mp4,3.8,25.0,640,360,95,True
father_var3__signmonkey.mp4,father,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/father.mp4,2.5,30.0,640,480,75,True
father_var4__corpusngt.mp4,father,4,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h58m20s-BSL_CN_lex_b.mpg-.mp4,3.4,25.0,352,288,85,True
father_var5__gpnhs.mp4,father,5,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/father.mp4,2.369,29.97,480,360,71,True
father_var6__nf.mp4,father,6,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Father%20(in%20BSL)-HD.mp4,1.8,25.0,640,360,45,True
father_var7__youtube.mp4,father,7,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/tRLKdwYqqgI.mp4,3.6,25.0,640,360,90,True
father_var8__mp4.mp4,father,8,cs,https://media.signbsl.com/videos/cs/mp4/Patricia_Father.mp4,4.52,25.0,352,288,113,True
father_var9__mp4.mp4,father,9,cs,https://media.signbsl.com/videos/cs/mp4/Peter_Father.mp4,3.72,25.0,352,288,93,True
sister__signstation.mp4,sister,1,signstation,https://media.signbsl.com/videos/bsl/signstation/sister.mp4,1.52,25.0,320,240,38,True
sister_var2__signstation.mp4,sister,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-148.mp4,2.6,25.0,512,374,65,True
sister_var3__deafway.mp4,sister,3,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/Sister.mp4,2.56,25.0,640,360,64,True
sister_var4__signmonkey.mp4,sister,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/sister.mp4,2.867,30.0,640,480,86,True
sister_var5__corpusngt.mp4,sister,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-21-18h00m36s-BSL_CN_lex_b.mpg-.mp4,3.04,25.0,352,288,76,True
sister_var6__gpnhs.mp4,sister,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/sister.mp4,2.669,29.97,480,360,80,True
sister_var7__nf.mp4,sister,7,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Sister%20(in%20BSL)-HD.mp4,1.92,25.0,640,360,48,True
sister_var8__bslfirst.mp4,sister,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996264347.mp4,5.539,29.97,720,404,166,True
sister_var9__youtube.mp4,sister,9,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/vthJxWUMggw.mp4,3.08,25.0,640,360,77,True
brother__signstation.mp4,brother,1,signstation,https://media.signbsl.com/videos/bsl/signstation/brother.mp4,1.64,25.0,320,240,41,True
brother_var2__signstation.mp4,brother,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-17.mp4,2.4,25.0,512,374,60,True
brother_var3__deafway.mp4,brother,3,deafway,https://media.signbsl.com/videos/bsl/deafway/mp4/Brother.mp4,3.0,25.0,640,360,75,True
brother_var4__signmonkey.mp4,brother,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/brother.mp4,2.833,30.0,640,480,85,True
brother_var5__corpusngt.mp4,brother,5,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h33m59s-BSL_CN_lex_b.mpg-.mp4,3.76,25.0,352,288,94,True
brother_var6__gpnhs.mp4,brother,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/brother.mp4,2.87,29.97,480,360,86,True
brother_var7__nf.mp4,brother,7,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Brother%20(in%20BSL)-HD.mp4,1.92,25.0,640,360,48,True
brother_var8__bslfirst.mp4,brother,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996262631.mp4,7.541,29.97,720,404,226,True
brother_var9__youtube.mp4,brother,9,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/PxZlTaHVmys.mp4,3.2,25.0,640,360,80,True
brother_var10__signstation.mp4,brother,10,signstation,https://media.signbsl.com/videos/bsl/signstation/pal.mp4,1.44,25.0,320,240,36,True
brother_var11__mp4.mp4,brother,11,wolver,https://media.signbsl.com/videos/wolver/mp4/art_sideki_4178.mp4,3.04,25.0,400,300,76,True
friend__signstation.mp4,friend,1,signstation,https://media.signbsl.com/videos/bsl/signstation/friend.mp4,1.72,25.0,320,240,43,True
friend_var2__signmonkey.mp4,friend,2,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/friend.mp4,2.68,25.0,640,426,67,True
friend_var3__signmonkey.mp4,friend,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/friend2.mp4,3.633,30.0,640,480,109,True
friend_var4__gpnhs.mp4,friend,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/friend.mp4,2.97,29.97,480,360,89,True
friend_var5__nf.mp4,friend,5,nf,https://media.signbsl.com/videos/bsl/nf/mp4/friend.mp4,4.9,30.0,384,216,147,True
friend_var6__ExeterDeafAcademyVoiceOff.mp4,friend,6,ExeterDeafAcademyVoiceOff,https://media.signbsl.com/videos/bsl/ExeterDeafAcademyVoiceOff/mp4/RW9RFVm5q0w.mp4,7.24,25.0,640,360,181,True
friend_var7__bslfirst.mp4,friend,7,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996135015.mp4,3.637,29.97,720,404,109,True
friend_var8__bslfirst.mp4,friend,8,bslfirst,https://media.signbsl.com/videos/bsl/bslfirst/mp4/996268295.mp4,8.442,29.97,720,404,253,True
child__signstation.mp4,child,1,signstation,https://media.signbsl.com/videos/bsl/signstation/child.mp4,1.76,25.0,320,240,44,True
child_var2__signstation.mp4,child,2,signstation,https://media.signbsl.com/videos/bsl/signstation/kid.mp4,1.6,25.0,320,240,40,True
child_var3__signstation.mp4,child,3,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-25.mp4,2.8,25.0,512,374,70,True
child_var4__signstation.mp4,child,4,signstation,https://media.signbsl.com/videos/bsl/signstation/children.mp4,1.8,25.0,512,374,45,True
child_var5__signstation.mp4,child,5,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1987.mp4,2.72,25.0,512,374,68,True
child_var6__signstation.mp4,child,6,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-1988.mp4,2.24,25.0,512,374,56,True
child_var7__youtube.mp4,child,7,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/Kt2i_dtBu6c.mp4,7.216,23.976,640,360,173,True
child_var8__signmonkey.mp4,child,8,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/child.mp4,2.2,30.0,640,480,66,True
child_var9__signmonkey.mp4,child,9,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/children.mp4,2.767,30.0,640,480,83,True
child_var10__signon.mp4,child,10,signon,https://media.signbsl.com/videos/bsl/signon/mp4/trw60.mp4,2.68,25.0,320,240,67,True
child_var11__corpusngt.mp4,child,11,corpusngt,https://media.signbsl.com/videos/bsl/corpusngt/mp4/vlc-record-2015-04-08-14h37m21s-BSL_CN_lex_b.mpg-.mp4,3.52,25.0,352,288,88,True
child_var12__gpnhs.mp4,child,12,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/children.mp4,2.436,29.97,480,360,73,True
child_var13__nf.mp4,child,13,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Children%20(in%20BSL)-HD.mp4,1.96,25.0,640,360,49,True
child_var14__youtube.mp4,child,14,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/z3_fq40b92M.mp4,3.16,25.0,640,360,79,True
baby__signstation.mp4,baby,1,signstation,https://media.signbsl.com/videos/bsl/signstation/baby.mp4,2.08,25.0,320,240,52,True
baby_var2__signstation.mp4,baby,2,signstation,https://media.signbsl.com/videos/bsl/signstation/101-06-12.mp4,2.8,25.0,512,374,70,True
baby_var3__youtube.mp4,baby,3,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/22XGK9eWaow.mp4,6.006,23.976,640,360,144,True
baby_var4__signmonkey.mp4,baby,4,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/baby.mp4,3.2,30.0,640,480,96,True
baby_var5__signon.mp4,baby,5,signon,https://media.signbsl.com/videos/bsl/signon/mp4/trw61.mp4,2.48,25.0,320,240,62,True
baby_var6__gpnhs.mp4,baby,6,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/baby.mp4,2.703,29.97,480,360,81,True
baby_var7__nf.mp4,baby,7,nf,https://media.signbsl.com/videos/bsl/nf/mp4/Baby%20(in%20BSL)-HD.mp4,1.76,25.0,640,360,44,True
baby_var8__youtube.mp4,baby,8,youtube,https://media.signbsl.com/videos/bsl/youtube/mp4/0lCRng7m9Xo.mp4,4.0,25.0,640,360,100,True
today__signstation.mp4,today,1,signstation,https://media.signbsl.com/videos/bsl/signstation/today.mp4,1.76,25.0,320,240,44,True
today_var2__winkball.mp4,today,2,winkball,https://media.signbsl.com/videos/bsl/winkball/mp4/49411e9c-9579-48b2-8289-9f938415f64a.mp4,8.467,30.0,448,336,254,True
today_var3__signmonkey.mp4,today,3,signmonkey,https://media.signbsl.com/videos/bsl/signmonkey/mp4/today.mp4,2.25,20.0,640,480,45,True
today_var4__gpnhs.mp4,today,4,gpnhs,https://media.signbsl.com/videos/bsl/gpnhs/mp4/today.mp4,3.637,29.97,480,360,109,True
